wk_code,wk_naam,jaar,lbm,afw,fys,onv,soc,vrz,won
WK001405,Zuidoost,2002,4.049964599893868,-0.05230025124981674,NA,NA,NA,NA,NA
WK001405,Zuidoost,2008,4.078278641829756,-0.023986209313929228,NA,NA,NA,NA,NA
WK001405,Zuidoost,2012,4.267047839465017,0.16478298832133184,NA,NA,NA,NA,NA
WK001405,Zuidoost,2014,4.264355376181242,0.16209052503755683,-0.0018741974123751412,0.054145468137965995,0.007521830785262854,0.07955936123471646,0.022738062291986504
WK001405,Zuidoost,2016,4.275325278916994,0.1730604277733092,NA,NA,NA,NA,NA
WK001405,Zuidoost,2018,4.316177052859021,0.2139122017153358,0.030340840566940065,0.06750604678176474,0.010742465176485772,0.09489548439453283,0.010427364795612173
WK001405,Zuidoost,2020,4.291306412726842,0.18904156158315663,0.014691566672783605,0.06698587553474535,0.0018828884517703454,0.11089075223379308,-0.005409521309936072
WK001405,Zuidoost,2022,4.279055551425292,0.1767907002816066,0.012299560964492336,0.05503490851791992,-0.014763018130189027,0.1183898827677436,0.005829366161639505
WK001406,Helpman e.o.,2002,4.153155587388032,0.05089073624434707,NA,NA,NA,NA,NA
WK001406,Helpman e.o.,2008,4.167553870534776,0.06528901939109048,NA,NA,NA,NA,NA
WK001406,Helpman e.o.,2012,4.200518620734393,0.09825376959070797,NA,NA,NA,NA,NA
WK001406,Helpman e.o.,2014,4.211840603767281,0.1095757526235954,0.030560549029427394,0.025642137365338817,-0.011288770144017612,0.08308965295646409,-0.01842781658361756
WK001406,Helpman e.o.,2016,4.226784462954956,0.12451961181127055,NA,NA,NA,NA,NA
WK001406,Helpman e.o.,2018,4.213531716957813,0.11126686581412798,0.028830028713846455,0.014644131148334114,-0.010901492621163274,0.09398253310970456,-0.015288334536594169
WK001406,Helpman e.o.,2020,4.234743103711469,0.13247825256778376,0.027218151628584104,0.009121257851851429,-0.012511120389996968,0.10513692348845953,0.003513039988885353
WK001406,Helpman e.o.,2022,4.19922946076564,0.09696460962195452,0.029206279865352472,0.0027092450086979207,-0.020155331456140124,0.09588252285041636,-0.010678106646372407
WK001407,Zuidwest,2002,4.164425885133183,0.0621610339894977,NA,NA,NA,NA,NA
WK001407,Zuidwest,2008,4.198553026660913,0.0962881755172276,NA,NA,NA,NA,NA
WK001407,Zuidwest,2012,4.226305535846603,0.1240406847029174,NA,NA,NA,NA,NA
WK001407,Zuidwest,2014,4.206673422401379,0.10440857125769432,0.03446530023138133,0.03295772816603033,-0.030177550989529386,0.07658989028427564,-0.009426796434463902
WK001407,Zuidwest,2016,4.24158472436089,0.13931987321720513,NA,NA,NA,NA,NA
